Variables,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,empleo,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,paro,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib,pib
Regiones,España,Andalucía,Aragón,"Asturias, Principado de","Balears, Illes",Canarias,Cantabria,Castilla y León,Castilla - La Mancha,Cataluña,Comunitat Valenciana,Extremadura,Galicia,"Madrid, Comunidad de","Murcia, Región de","Navarra, Comunidad Foral de",País Vasco,"Rioja, La",España,Andalucía,Aragón,"Asturias, Principado de","Balears, Illes",Canarias,Cantabria,Castilla y León,Castilla - La Mancha,Cataluña,Comunitat Valenciana,Extremadura,Galicia,"Madrid, Comunidad de","Murcia, Región de","Navarra, Comunidad Foral de",País Vasco,"Rioja, La",España,Andalucía,Aragón,"Asturias, Principado de","Balears, Illes",Canarias,Cantabria,Castilla y León,Castilla - La Mancha,Cataluña,Comunitat Valenciana,Extremadura,Galicia,"Madrid, Comunidad de","Murcia, Región de","Navarra, Comunidad Foral de",País Vasco,"Rioja, La"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,0.10683843224949285,0.12019657597614763,0.08074768613959726,0.06310191100910689,0.1162880707909677,0.16164098200729615,0.10240204982080225,0.06848388778861825,0.061318553000091924,0.1416827978174222,0.14534868527961464,0.0765726780033189,0.017521122744717843,0.09287888097631747,0.1245532951615056,0.10870991630867977,0.1200764806258574,0.11785184128947268,-0.0741289705882352,-0.07828750700280111,-0.07078801820728285,-0.06679089635854332,-0.0669401470588235,-0.11194023809523802,-0.05923990896358537,-0.055906743697478924,-0.05986098739495798,-0.09445035014005594,-0.09099598739495782,-0.06182569327731084,-0.03346374649859943,-0.0573693557422968,-0.08100434873949579,-0.06271619747899154,-0.07693479691876734,-0.07923135154061618,0.07233626294470774,0.08079096558437193,0.05206654344912032,0.029994581788547414,0.035586583771590075,0.09092674211054952,0.05467967619291869,0.06375832781244828,0.08990287698564714,0.11400654796715326,0.06788814213833927,0.05687746060885068,0.041820106139569546,0.05305616032443705,0.08090083427438266,0.05900362736641096,0.05309307494296256,0.04725348746730429
1981,0.0642024494236253,0.07851966807169397,0.036078006214525615,0.039919366613637486,0.05256942685495147,0.09298928643684334,0.08147010777466779,0.045916586745879506,0.016132035920817245,0.0906742883886631,0.07588985932530523,0.05832078293491971,0.002172680679228378,0.059342262815992974,0.06943127671551519,0.06593242867347726,0.07307134057210529,0.08914303077744545,-0.045702813216195466,-0.05580514514896866,-0.033444100458365114,-0.03532817035905263,-0.0408611096256684,-0.0664199465240641,-0.03530210275019094,-0.03909512414056527,-0.022254012605041992,-0.054306741787624055,-0.05042254201680656,-0.05071852750190978,-0.028541896485867052,-0.03462974789915952,-0.05137755729564553,-0.04260241978609619,-0.04320624713521756,-0.05305607906799078,0.03325128280707812,0.024264706327925545,-0.010301821535674272,0.011106189219630025,0.015353284412428891,0.058753213111478075,0.03730253559539154,-0.024605249752786662,0.01481677638972112,0.06148958127856474,0.056744381081973216,-0.020933561032985715,0.03336898338964467,0.018208388151005117,0.05787637940045531,0.05836590092741201,0.04728886984301983,0.040386635689843686
1982,0.03826992158665199,0.0594913350414199,0.030827607289530157,0.005080017976764495,0.022683031455474456,0.043952309328465056,0.017230721433104,0.02346237500496251,0.023689276298279438,0.034042196331347085,0.03238277384475374,0.0490995670389367,0.012390808420618349,0.05601536236085636,0.04929462887244895,0.043770224357379206,0.034083141392978966,0.05725575185198295,-0.025392926613827277,-0.04963322860962563,-0.023912556579449885,-0.01761777119938877,-0.017157865975935795,-0.04047876432391128,-0.01839930696142087,-0.023485587519098506,-0.020117703638273456,-0.008621447669976981,-0.01204930791634819,-0.045796976938502605,-0.020411630777310917,-0.028783800133689717,-0.02185858790106952,-0.030999350410618725,-0.01813900806913658,-0.014242573290679843,0.012106131831549405,0.015218533061585937,0.0016023390868644682,-0.0009600611942879311,-0.007592291269507889,0.022479286750411553,0.026204330970483802,-0.018220371662091672,-0.013560356864990908,0.010516861622032359,0.02044814311340737,-0.060125288271937194,0.031670434426128935,0.007550547153792664,0.01912543846927406,0.013888797939459963,0.05020087952681429,0.03448101537594006
1983,0.01627513696444005,0.036241038840482354,0.018013934190460823,0.005395803287268741,0.025367722709640717,0.03082227163827156,0.004962685201073569,0.013083262764403969,0.021497936256056782,-0.01803946313628657,0.012767132722971475,0.07405580897939945,0.026097569711559743,0.021522932307816767,-0.008911201086529985,0.013229533325626264,0.01237663182073323,0.03341190570002883,-0.00852431078113053,-0.03202175738477205,-0.004218386570537227,-0.017434698879551735,0.010169583890374393,-0.025941691494779633,-0.020306521597275216,-0.011553133833078615,-0.01267706049465236,0.018230532212885252,-0.0032762850935827716,-0.05971104158708933,-0.0022979493729309653,-0.002581512445887313,-0.006497440555767753,-0.0019319893525591603,-0.002858079720524387,-0.008440834208683422,-0.0019900958355698606,-0.004456708093255379,-0.00022177870601503002,-0.015437662958969867,-0.008536620240390036,0.021855815498919462,0.024060341863084922,-0.008780261992927585,-0.04391315920296979,-0.01098439041788346,0.00328492354060117,-0.07535077100160148,0.015733520778024257,0.0016083392031687183,0.0063058835364788735,0.002946101921256883,0.02589284720744711,0.024957676763773584
1984,-0.02752016977646754,-0.06418994448436077,-0.02847543396931851,-0.01740472219459921,0.010907120701402206,-0.011886699997838868,-0.010416238600876149,-0.0187272049463445,-0.01805171286388685,-0.04901753971207956,-0.023340531174735446,-0.07096028879081384,0.021411291463191873,-0.017614824179233324,-0.010567891508586946,-0.03476095808812296,-0.01722605083144302,-0.05221577037714642,0.020928034281894624,0.031879268525592044,0.015538409568372878,-0.0013289533995415504,0.016396239973262075,0.011666271963330886,0.01000125334224606,0.010852236917494339,0.012817916825821314,0.03207419786096263,0.022396526451489828,0.038739278552330066,0.009549147727272729,0.02825211516424762,-0.0023191152597402363,0.012474663388082572,0.018011537910618925,0.020099138177998483,-0.022837270204238536,-0.0346000342594186,0.007580418252157273,-0.03307374660001372,-0.004727552608237318,-0.05069656376399756,0.008565835049066273,-0.015468650390364047,-0.046586540739307125,-0.02909952906557489,-0.012372582533695997,0.024666008586080146,0.003742721936358606,-0.02766087344021617,-0.017544593040311973,-0.031707855480528124,-0.025389572773453217,0.005188651903782926
1985,-0.05495264685303347,-0.07048815147399878,-0.06715878909241457,-0.01941272597442545,-0.030994056449677565,-0.06402508199049972,-0.0004818272983451166,-0.05169450134097531,-0.020150258945444754,-0.08320390937278876,-0.061108671999727804,-0.066495716736239,0.015122755494201279,-0.06558508728971102,-0.04572363993116735,-0.04460108637438154,-0.05581601979020778,-0.08087610090562869,0.03646410857524838,0.038694849121466784,0.04055783183728043,0.0246494652406418,0.018422102272727336,0.04967012605042026,0.0034490178571429195,0.030905524732620416,0.01929222832314748,0.04463454927425523,0.038594126718869505,0.04047898347975558,0.018329660523300238,0.049067082696715156,0.03580138798701299,0.044420607811306405,0.033369844824293476,0.059327343869365945,-0.03182882057416592,-0.030063110050095432,-0.01392105561045831,-0.004304225777700843,-0.0063078540291110485,-0.08984613302552891,-0.015282882872891257,0.007555099363859341,-0.02866861905367024,-0.05690358863650058,-0.023099631960704414,0.035269877100426505,-0.007903919026696293,-0.04340429671196233,-0.03905989809599664,-0.04495891115096562,-0.03258966339011593,0.030294371989057822
1986,-0.05369584085719126,-0.07314511638974697,-0.03286073347666907,-0.029628092631385883,-0.06128362559771361,-0.07431897586822789,-0.04327641627221723,-0.049085643033286885,-0.013888689545426658,-0.06889116240913129,-0.05874712380109681,-0.08760270555503524,-0.005392344794157289,-0.03674460722230677,-0.06142907113801854,-0.04785771002104955,-0.06970295237404667,-0.0694090988623497,0.033383912098930574,0.04197498440285205,0.03203988023618546,0.02517555704099834,0.026472170788770094,0.0544198707664885,0.021361771947415367,0.028131729612299542,0.007770873997326256,0.039411586452763034,0.028841515708556288,0.0419330731951872,0.018293589015151532,0.03528839015151526,0.028564069184491992,0.04448084391711236,0.03641684102049922,0.046393782865418946,-0.034472424387834266,-0.03168984776475359,-0.02502144806854112,0.017071046035618487,-0.010562939076099731,-0.0405147886612065,-0.0888660470737701,-0.01238604573311708,-0.06032252810878003,-0.061859966504771435,-0.044106145092753124,-0.015323351236301797,-0.05778544852686274,0.0046364843710806625,-0.034436611154267105,-0.058719583614655235,-0.03364739225019164,-0.06909809574230064
1987,-0.023938006340719298,-0.035960138876612646,-0.0052224156554583345,-0.008997520946646631,-0.038279028647832725,-0.03637411695260173,-0.04419765576113477,-0.013387728163033685,0.002007630115222092,-0.02636432316952142,-0.026265998138112145,-0.026066918063118116,-0.004123907356942347,-0.006347877710894068,-0.018238322919948757,-0.025974182585252414,-0.05086371203689133,-0.02715962721958931,0.02743744485294126,0.0453446743697479,0.01588455476508793,0.040949322001527975,0.027671445521390437,0.03906550611153566,0.02963951561306347,0.017380851556531775,0.008578853848357593,0.03628030939648596,0.02541369342055017,0.029526547698624946,0.006715933202826605,0.009491037528647937,0.029818928332696757,0.03375537170550046,0.02750252649923617,0.022873455166157422,-0.013099188160041741,-0.00450707198904432,-0.01935290905798137,0.011542176852316288,0.01078990894262688,-0.007525538998958581,-0.06782859747190972,0.013959378343356477,-0.006817006515587032,-0.043538601785696684,-0.013920920129141479,0.03382725562384792,-0.04020267252693799,0.020186180875172433,-0.015375633920110765,0.004139109322442991,-0.03467062933962861,-0.0846396803542735
